product_link,product_name,product_description,product_price,product_id,product_category
https://www.nuuly.com/rent/products/tunnel-hem-oversized-sweater?color=030,Tunnel Hem Oversized Sweater,"Only available to rent at Nuuly, Eloquii creates fashion-forward, size-inclusive garments in sizes 14–32. ",80,76866848-4f5c-404e-b4da-6706648d396d,sweater
https://www.nuuly.com/rent/products/tiered-babydoll-blouse?color=009,Tiered Babydoll Blouse,"The thoughtfully designed pieces from Anthropologie surprise, delight and tell stories—of a collaborative, inventive community of women savoring every adventure and seeking beauty wherever they go. ",110,12c112fc-5b79-47a5-9b97-9e0679c83981,blouse
https://www.nuuly.com/rent/products/wander-oversized-stripe-knit-sweater?color=000,Wander Oversized Stripe Knit Sweater,"London-based brand, The Ragged Priest designs irreverent, of-the-moment womenswear with sporty detailing and a club kid aesthetic. Hello, patchwork sweaters and checkerboard denim!",90,33f34cfa-1519-4449-ab5b-837c0e5c5732,sweater
https://www.nuuly.com/rent/products/ryliana-floral-dress?color=086,Ryliana Floral Dress,"Dubbing themselves ""trend-inspired"", ASTR The Label draws from international style and street wear to create attainable looks for all occasions—your best friend's wedding, this week's happy hour or Sunday's brunch.",158,16b90dfe-7e3d-40a3-823d-20584ac04f12,dress
https://www.nuuly.com/rent/products/the-avery-pleated-wide-leg-trousers?color=063,The Avery Pleated Wide-Leg Trousers,"The Avery is known to be a bit dramatic – but we wouldn't have it any other way. With a flattering high rise, double pleats, and a fluid leg,  
  
*this*  
is the pant to know (and wear!) this season.
",148,8be71a4b-136b-466e-9500-10a9e99b2bb3,trousers
https://www.nuuly.com/rent/products/honey-honey-mini-dress?color=050,Honey Honey Mini Dress,"Gathering inspiration from the past and interpreting it for the present in a unique way is at the heart of the Free People aesthetic. Exclusive washes and distressing paired with feminine details like hand-stitching and contrast lace give each style its coveted, creative edge.",148,b2e76b0f-244c-4739-808d-6ce2323c1f4b,dress
https://www.nuuly.com/rent/products/east-coast-knit-sweatshirt?color=001,East Coast Knit Sweatshirt,"Want to feel as cool as you do when you're wearing that perfect, oh-so-soft vintage tee? Say hello to The Original Retro Brand. With their tried and true garment-dyeing and softening techniques and a focus on premium jerseys and vintage-inspired graphics, you'll be the coolest cat in town.",98,dd504d22-e075-4755-abb8-a5c89f135978,sweatshirt
https://www.nuuly.com/rent/products/kc-off-the-shoulder-ruffle-dress?color=050,KC Off-The-Shoulder Ruffle Dress,"Founded in 2005 with the dream of producing quality ""made in Africa"" garments, Sika designs pieces in London and handmakes them in Ghana, creating employment opportunities, paying fair wages and making a meaningful difference within the Ghanaian community. Expect bold prints, vibrant colors and silhouettes that demonstrate the playful and powerful nature of clothing.",398,5919ae5f-55d7-4d46-b0b2-a60da761aaaf,dress
https://www.nuuly.com/rent/products/merrell-midi-dress?color=001,Merrell Midi Dress,"Designed to take you seamlessly from one sun-kissed adventure to the next, one-of-a-kind textures, limited-edition fabrics and hand sewn embellishments feature in Saltwater Luxe’s LA-produced collection.",149,ece28ae2-bd68-4a10-9a7e-6f2e040e2516,dress
https://www.nuuly.com/rent/products/demi-backless-long-sleeve-column-gown?color=015,Demi Backless Long-Sleeve Column Gown,"Self-proclaimed ""beach to bar"" (music to our ears) brand Significant Other stays true to its Aussie roots with easy silhouettes in natural materials.",315,2479e9a3-f715-4691-acaf-ba7100150fd9,gown
https://www.nuuly.com/rent/products/billie-crinkle-vegan-leather-puffer?color=030,Billie Crinkle Vegan Leather Puffer,"Nuuly partnered with Apparis, a cruelty-free, vegan faux fur brand based in Paris. The collab features iconic coats in exclusive-to-Nuuly colors + fabrics.",340,c30ace4a-aa96-49c8-9f33-c839d225a775,puffer
https://www.nuuly.com/rent/products/strapless-tiered-mini-dress?color=000,Strapless Tiered Mini Dress,"Nuuly x Place Nationale, an only-here, only rentable collab is sustainability—and summer—focused. The 7-piece capsule highlights Place Nationale's signature femme aesthetic and features upcycled vintage silk scarves, one-of-a-kind print combinations + plant-based fabrics.",275,445a3dc2-4120-4bb2-8b78-953b2f7258f8,dress
https://www.nuuly.com/rent/products/bay-leaf-cargo-pants?color=020,Bay Leaf Cargo Pants,"Born from Manhattan’s edgy, effortless street style scene, [BLANKNYC] has offered endless iterations of cool-girl classics like distressed denim and timeless moto jackets since their launch in 2007. ",118,5308ecc1-5792-4771-b2c0-0eec36cb99f3,pants
https://www.nuuly.com/rent/products/croc-vegan-leather-trench-coat?color=020,Croc Vegan Leather Trench Coat,"Meaning ""with the girls"" in French, Avec Les Filles combines playful sophistication with aspirational design to create feminine pieces featuring moody florals and modern details. ",178,6099ae16-8341-4083-b2f7-52288d054037,coat
https://www.nuuly.com/rent/products/marianna-striped-romper?color=028,Marianna Striped Romper,"Free People's latest, free-est combines the best of the FP Beach and Endless Summer collections into a line of super-wearable, super-packable, light-and-easy summer wear. ",68,bfafff43-25d1-4b69-9cfd-b100e480bf9a,romper
https://www.nuuly.com/rent/products/gigi-knit-cardigan?color=089,Gigi Knit Cardigan,"Callahan's knitwear gives us LA vibes—easy tops and laidback dresses that are as comfortable as they are California-cool, thanks to the textures, materials, and techniques the brand has spent years perfecting. ",150,557b08ef-298a-41d2-a8cd-e8835d4f105f,cardigan
https://www.nuuly.com/rent/products/bubble-sleeve-buttondown?color=049,Bubble-Sleeve Buttondown,"The name ""Maeve"" references a purple flower, a Greek goddess and a famously beautiful Irish warrior queen, all inspirations for this structured, delicate Exclusive to Anthropologie, Maeve designs are refined, flattering and endlessly wearable.",90,1715fc98-7e54-4ddc-9b70-5f29f4e0d41c,buttondown
https://www.nuuly.com/rent/products/the-bennet-buttondown-shirt?color=043,The Bennet Buttondown Shirt,"The name ""Maeve"" references a purple flower, a Greek goddess and a famously beautiful Irish warrior queen, all inspirations for this structured, delicate Exclusive to Anthropologie, Maeve designs are refined, flattering and endlessly wearable.",98,5fe88e90-ba36-4da2-ae02-31fd9dcc3b2e,shirt
https://www.nuuly.com/rent/products/metallic-lace-buttondown-shirt?color=004,Metallic Lace Buttondown Shirt,"The thoughtfully designed pieces from Anthropologie surprise, delight and tell stories—of a collaborative, inventive community of women savoring every adventure and seeking beauty wherever they go. ",108,49903f3a-704a-4584-ae87-3c532dac7ab5,shirt
https://www.nuuly.com/rent/products/andrea-baggy-cargo-pants?color=020,Andrea Baggy Cargo Pants,"An iconic name at the forefront of streetwear and urban culture, Obey’s edgy and art-driven designs empower individuals to express their unique style.",140,01feffc9-e000-47e8-a9aa-9332040e0bc6,pants
https://www.nuuly.com/rent/products/carnaby-kick-flare-pants?color=266,Carnaby Kick Flare Pants,"Contemporary yet timeless, Sanctuary embodies carefree California style and edgy East Coast fashion equally, featuring versatile cool-girl silhouettes that go from day to night with ease.",89,bb47fa11-21fb-4b03-8920-9626ccb83d6a,pants
https://www.nuuly.com/rent/products/sun-records-x-elvis-tee?color=001,Sun Records X Elvis Tee,"Featuring classic rock bands like Queen and Metallica, Daydreamer evokes the soul and spirit of a special time and place. An avid music lover and former DIY fashion kid, LA-based founder Laura Glover creates graphic tees which defy the notion: they don’t make ‘em like they used to. ",84,4986ee70-729b-411c-92a8-6f50aa3f0aee,tee
https://www.nuuly.com/rent/products/reverse-velvet-jumpsuit?color=359,Reverse Velvet Jumpsuit,"Specializing in elegant occasionwear, Twobirds crafts wrappable dresses that adjust to fit women of all ages, body types and sizes. ",240,6a8514c1-388e-4f62-9ecc-20db4905d561,jumpsuit
https://www.nuuly.com/rent/products/off-the-shoulder-bubble-dress?color=030,Off-The-Shoulder Bubble Dress,"From embroidered, weekend-ready blouses to finely-detailed dresses, Let Me Be’s modern boho pieces lend a well-travelled vibe and more importantly, celebrate the individuality of the women who wear them. ",200,3b3f39c4-5dc7-4c80-b887-aeddeff68fac,dress
https://www.nuuly.com/rent/products/imann-crushed-velvet-pants?color=060,Imann Crushed Velvet Pants,"Best known as an iconic footwear brand, Steve Madden has expanded their innovative designs to include trendy womenswear in simple, statement designs. ",89,5105cb86-8469-45f6-ae12-64461e8db264,pants
https://www.nuuly.com/rent/products/clio-colorblock-sweater?color=030,Clio Colorblock Sweater,"FRENCHMAUVE seeks to create beautifully made clothes that empower women to embrace their own unique style—that's blazers, dresses and jumpsuits with both elegance and playfulness. These are the types of pieces you reach for when you need something chic with a hint of wit (just like you, really).",178,05cddfd6-5663-41a3-85fc-b95f557c028c,sweater
https://www.nuuly.com/rent/products/floral-tiered-smocked-midi-dress?color=270,Floral Tiered Smocked Midi Dress,"From embroidered, weekend-ready blouses to finely-detailed dresses, Let Me Be’s modern boho pieces lend a well-travelled vibe and more importantly, celebrate the individuality of the women who wear them. ",240,4449c5f8-b6b4-4f18-8be1-2c0d674da2e1,dress
https://www.nuuly.com/rent/products/hourglass-longline-coat?color=001,Hourglass Longline Coat,"The name ""Maeve"" references a purple flower, a Greek goddess and a famously beautiful Irish warrior queen, all inspirations for this structured, delicate Exclusive to Anthropologie, Maeve designs are refined, flattering and endlessly wearable.",198,ad266e60-d2d0-4c03-bde8-116bc920af6f,coat
https://www.nuuly.com/rent/products/dylan-midi-dress?color=066,Dylan Midi Dress,"Gathering inspiration from the past and interpreting it for the present in a unique way is at the heart of the Free People aesthetic. Exclusive washes and distressing paired with feminine details like hand-stitching and contrast lace give each style its coveted, creative edge.   ",128,540df55b-22cb-4a67-b6ad-9cbc361e4ad1,dress
https://www.nuuly.com/rent/products/sylvie-floral-maxi-dress?color=000,Sylvie Floral Maxi Dress,"Dubbing themselves ""trend-inspired"", ASTR The Label draws from international style and street wear to create attainable looks for all occasions—your best friend's wedding, this week's happy hour or Sunday's brunch.",148,a732acfd-369d-4604-8a87-4630ee1a0d7a,dress
https://www.nuuly.com/rent/products/domonique-mini-dress?color=001,Domonique Mini Dress,"What began as a simple shopping destination for self-aware, alluring women, Bardot has become an iconic Australian brand that's the go-to for every type of woman. It's retained the spirit of fashion and allure, but now its throw on-and-go ease is reﬁned with styles that are designed and crafted to last.",199,c6abe2aa-313a-4fbe-96ac-41e4acc48bbf,dress
https://www.nuuly.com/rent/products/asymmetrical-tank-dress?color=098,Asymmetrical Tank Dress,"For weekends and workouts, lounging and living, Daily Practice by Anthropologie ensures that ease is always on the agenda. From activewear and fitness essentials to versatile apparel and loungewear, this exclusive collection is designed to do it all - or nothing at all - however your day plays out.",88,18c711f7-a68e-4ec3-96d8-76d26c7e388a,dress
https://www.nuuly.com/rent/products/sequin-bomber-jacket?color=032,Sequin Bomber Jacket,"The name ""Maeve"" references a purple flower, a Greek goddess and a famously beautiful Irish warrior queen, all inspirations for this structured, delicate Exclusive to Anthropologie, Maeve designs are refined, flattering and endlessly wearable.",158,2bbd5486-e25c-46a1-9e13-9a358bea2fed,jacket
https://www.nuuly.com/rent/products/enchanted-wood-dress?color=066,Enchanted Wood Dress,"Sisters Lizzy Abegg and Isabella Pennefather dreamed up Spell in their beachside hometown of Byron Bay, Australia. Their muse? The patron saint of boho, Stevie Nicks.",299,dc0b345b-3f8e-472c-93f1-6e52a70f4cbc,dress
https://www.nuuly.com/rent/products/v-neck-long-sleeve-maxi-dress?color=015,V-Neck Long-Sleeve Maxi Dress,"The thoughtfully designed pieces from Anthropologie surprise, delight and tell stories—of a collaborative, inventive community of women savoring every adventure and seeking beauty wherever they go. ",220,ece5c2b3-5fd4-48e0-a2fe-a81c80311131,dress
https://www.nuuly.com/rent/products/short-sleeve-sweater-vest?color=012,Short-Sleeve Sweater Vest,"The thoughtfully designed pieces from Anthropologie surprise, delight and tell stories—of a collaborative, inventive community of women savoring every adventure and seeking beauty wherever they go. ",98,94b25844-4b1e-4f38-8394-6301f372e28b,vest
https://www.nuuly.com/rent/products/connor-colorblock-half-zip-sweater?color=041,Connor Colorblock Half-Zip Sweater,"Totally basic, totally necessary, BDG is Urban Outfitters' true staple collection. Borrowing style tips from the collegiate crowd, BDG gives classic denim fits an original twist.",69,ca1ecee7-a2ba-4295-8557-fac5baa4ba4c,sweater
https://www.nuuly.com/rent/products/sherpa-collar-metallic-long-coat?color=007,Sherpa Collar Metallic Long Coat,"Meaning ""with the girls"" in French, Avec Les Filles combines playful sophistication with aspirational design to create feminine pieces featuring moody florals and modern details. ",168,62abe4da-b8da-48f4-84b8-b5097dae5cde,coat
https://www.nuuly.com/rent/products/pretty-perfect-faux-fur-peacoat?color=879,Pretty Perfect Faux Fur Peacoat,"Gathering inspiration from the past and interpreting it for the present in a unique way is at the heart of the Free People aesthetic. Exclusive washes and distressing paired with feminine details like hand-stitching and contrast lace give each style its coveted, creative edge.",198,e6cd9f91-7b6f-48c0-97e4-32a1800a0f83,peacoat
https://www.nuuly.com/rent/products/rebirth-cropped-onesie?color=001,Rebirth Cropped Onesie,"Australian-based fashion house Lioness delivers head-turning, luxury-inspired product designed for fierce and fearless women who dress the way they feel. Think body-hugging minis, daring crop tops and power blazers for pieces that match your unparalleled confidence.",69,9792a0e1-5d5d-4d31-ab32-6f157f94956a,onesie
https://www.nuuly.com/rent/products/naomi-crop-vegan-leather-pants?color=001,Naomi Crop Vegan Leather Pants,"The thoughtfully designed pieces from Anthropologie surprise, delight and tell stories—of a collaborative, inventive community of women savoring every adventure and seeking beauty wherever they go. ",148,ccad09ed-ad02-4a82-a430-ae1b320343d5,pants
https://www.nuuly.com/rent/products/adventure-cashmere-sweater?color=042,Adventure Cashmere Sweater,"The name ""Maeve"" references a purple flower, a Greek goddess and a famously beautiful Irish warrior queen, all inspirations for this structured, delicate Exclusive to Anthropologie, Maeve designs are refined, flattering and endlessly wearable.",180,148e07af-8ea3-4851-ac7c-5d721b5a4f0a,sweater
https://www.nuuly.com/rent/products/joaquin-dress?color=067,Joaquin Dress,"Gathering inspiration from the past and interpreting it for the present in a unique way is at the heart of the Free People aesthetic. Exclusive washes and distressing paired with feminine details like hand-stitching and contrast lace give each style its coveted, creative edge.",198,172455e8-447f-4050-854e-bd849ca92fe9,dress
https://www.nuuly.com/rent/products/mock-neck-patterned-sweater?color=015,Mock Neck Patterned Sweater,"Nuuly partnered with woman-owned label Find Me Now to craft a fall-forward capsule of seven pieces including knitwear, matching sets + outerwear. Available in standard and plus sizes, this collab celebrates Find Me Now’s vibrant aesthetic with bright colors + bold silhouettes.",115,cbffe6dc-636c-4687-91f3-197fe21ed298,sweater
https://www.nuuly.com/rent/products/laura-mini-dress?color=001,Laura Mini Dress,"Featuring fresh takes on fan favorites plus never-before-seen styles, Nuuly’s exclusive collaboration with Rachel Antonoff features character-driven prints, vintage silhouettes + playful patterns.",298,ac8a1ca1-fbc8-4fa9-a6e9-db930e264d2e,dress
https://www.nuuly.com/rent/products/shape-up-pants?color=001,Shape Up Pants,"Free People Movement's performance-ready activewear brings color, pattern and style to the gym—and beyond. These staples go from studio to street and back again.",108,2259121b-d1b3-475e-ae07-5b089ab23095,pants
https://www.nuuly.com/rent/products/barcelona-puffer-coat?color=016,Barcelona Puffer Coat,"Unreal Fur is a Melbourne-based, vegan fur label brought to life in 2011 with one clear goal: end the use of real fur in the fashion industry by providing high quality, on-trend faux fur styles. They have a strong history of collaborating with other like-minded organizations, individuals and artists that share a similar attitude about the future of fashion. ",469,6a3a3618-8d0a-43ab-92bd-0c6a3d6cc956,coat
https://www.nuuly.com/rent/products/carpenter-maxi-skirt?color=066,Carpenter Maxi Skirt,"Anthropologie's exclusive collection of premium denim + everyday outfitting offers an expansive array of made-for-you pieces that are versatile, comfortable and inclusive of all sizes, styles and vibes.",130,b2754f7e-aba5-4c52-9c7a-4dc261d16d15,skirt
https://www.nuuly.com/rent/products/high-neck-lace-up-midi-dress?color=001,High-Neck Lace-Up Midi Dress,"Lost + Wander's vacation-ready rompers, breezy blouses, and brightly colored mini dresses are inspired by getaway destinations around the world, each one ready to travel with you from adventure to adventure. ",118,1cceeef2-c913-4c05-8cae-f8ab7029fc17,dress
https://www.nuuly.com/rent/products/cropped-knit-sweater-coat?color=031,Cropped Knit Sweater Coat,"The name ""Maeve"" references a purple flower, a Greek goddess and a famously beautiful Irish warrior queen, all inspirations for this structured, delicate Exclusive to Anthropologie, Maeve designs are refined, flattering and endlessly wearable.",158,54010891-dd5c-416f-a45d-f783c2556c92,coat
https://www.nuuly.com/rent/products/the-bennet-buttondown-shirt?color=041,The Bennet Buttondown Shirt,"The name ""Maeve"" references a purple flower, a Greek goddess and a famously beautiful Irish warrior queen, all inspirations for this structured, delicate Exclusive to Anthropologie, Maeve designs are refined, flattering and endlessly wearable.",98,6514a189-0658-4658-a719-5fae88e1cf70,shirt
https://www.nuuly.com/rent/products/charlotte-printed-blazer?color=004,Charlotte Printed Blazer,"Gathering inspiration from the past and interpreting it for the present in a unique way is at the heart of the Free People aesthetic. Exclusive washes and distressing paired with feminine details like hand-stitching and contrast lace give each style its coveted, creative edge.",198,fd86c270-6c36-42f7-a05d-db04078a77e0,blazer
https://www.nuuly.com/rent/products/long-sleeve-v-neck-metallic-midi-dress?color=066,Long-Sleeve V-Neck Metallic Midi Dress,"The thoughtfully designed pieces from Anthropologie surprise, delight and tell stories—of a collaborative, inventive community of women savoring every adventure and seeking beauty wherever they go.",268,4b476272-b651-4d9a-a25f-21ea7d564f75,dress
https://www.nuuly.com/rent/products/houndstooth-knit-maxi-skirt?color=018,Houndstooth Knit Maxi Skirt,"Inspired by the relaxed and bohemian styles of Sydney, Australia, Littles Lies features pieces that are crafted with the modern woman in mind—striking the perfect balance between down-to-earth and eye-catching.",108,51edf1c2-230e-4acc-9964-e4365aa8b6f8,skirt
https://www.nuuly.com/rent/products/mixed-print-slip-skirt?color=066,Mixed Print Slip Skirt,"Since 2007, artful influences like vintage prints and watercolors have inspired Australian-based KACHEL’s collection of delicate blouses, floral dresses and jumpsuits.",138,a93671a5-4296-494e-866e-c6251656393e,skirt
https://www.nuuly.com/rent/products/the-bennet-buttondown-shirt?color=001,The Bennet Buttondown Shirt,"The name ""Maeve"" references a purple flower, a Greek goddess and a famously beautiful Irish warrior queen, all inspirations for this structured, delicate Exclusive to Anthropologie, Maeve designs are refined, flattering and endlessly wearable.",98,362a0473-78ef-4fdb-8e8d-777896f2c29b,shirt
https://www.nuuly.com/rent/products/faux-shearling-jacket?color=016,Faux Shearling Jacket,"Crafted in beautiful, durable materials, the NVLT outerwear collections seamlessly fuse fashion with function, keeping your look on point with eye-catching patterns, colors and silhouettes—all while you're fighting the elements.",259,3f515123-adb0-4ccc-b134-df248fa6f446,jacket
https://www.nuuly.com/rent/products/the-dakotah-oversized-turtleneck-sweater?color=010,The Dakotah Oversized Turtleneck Sweater,"The name ""Maeve"" references a purple flower, a Greek goddess and a famously beautiful Irish warrior queen, all inspirations for this structured, delicate Exclusive to Anthropologie, Maeve designs are refined, flattering and endlessly wearable.",98,0ef1dbd1-8b06-4558-ab05-ba6b00dd971e,sweater
https://www.nuuly.com/rent/products/oversized-roll-sleeve-blazer?color=001,Oversized Roll-Sleeve Blazer,"The name ""Maeve"" references a purple flower, a Greek goddess and a famously beautiful Irish warrior queen, all inspirations for this structured, delicate Exclusive to Anthropologie, Maeve designs are refined, flattering and endlessly wearable.",148,681d65e9-068a-4791-9bde-9aa4852872f0,blazer
https://www.nuuly.com/rent/products/roy-shiny-puffer-jacket?color=050,Roy Shiny Puffer Jacket,,119,9cbd518c-24a6-47fd-bfd6-1b97891fea56,jacket
https://www.nuuly.com/rent/products/lightweight-quilted-shirt-jacket?color=011,Lightweight Quilted Shirt Jacket,"The thoughtfully designed pieces from Anthropologie surprise, delight and tell stories—of a collaborative, inventive community of women savoring every adventure and seeking beauty wherever they go. ",98,1b26fa39-4901-4c53-8af7-523a9b049311,jacket
https://www.nuuly.com/rent/products/soft-foil-mesh-dress?color=007,Sofi Foil Mesh Dress,"AFRM’s statement jackets, night-out dresses + mesh tops are well-loved by Nuulyers, so we teamed up with them to bring you Nuuly x AFRM, an exclusive collection where slinky fabrics + textural details are the stars of the show.",128,7325139e-f257-43e7-b0c5-4e8241b4fec7,dress
https://www.nuuly.com/rent/products/mock-neck-lace-inset-fit-and-flare-dress?color=001,Mock-Neck Lace-Inset Fit & Flare Dress,"The thoughtfully designed pieces from Anthropologie surprise, delight and tell stories—of a collaborative, inventive community of women savoring every adventure and seeking beauty wherever they go. ",170,19ca9ca6-b539-4ac0-899d-7e57b1ab713c,dress
https://www.nuuly.com/rent/products/embroidered-horse-skirt?color=027,Embroidered Horse Skirt,"What began as a handful of goods at a local fashion fair has grown into one of Brazil’s most recognizable labels for sun-soaked dressing. With vibrant colors, bold silhouettes and feminine details featured in every design, FARM Rio’s cheerful creations are both fashion-forward and vintage-inspired.",250,86f88301-6cb3-4fd0-bab6-94653ad82859,skirt
https://www.nuuly.com/rent/products/polo-knit-tee?color=011,Polo Knit Tee,"Flat White is an L.A.-based and women-led brand that offers trendy, yet wearable styles for the cool, classic and confident individual. Think innovative dresses, knitwear tops and matching sets that are as grammable as they are wearable.",80,43b81391-ff27-4214-991b-c32e9b3ab8f6,tee
https://www.nuuly.com/rent/products/tie-neck-buttoned-blouse?color=018,Tie-Neck Buttoned Blouse,"Only available to rent at Nuuly, Eloquii creates fashion-forward, size-inclusive garments in sizes 14–32. ",79,45101aeb-42d1-41d3-8360-db270846b8f9,blouse
https://www.nuuly.com/rent/products/embroidered-daisy-overalls?color=092,Embroidered Daisy Overalls,"Driftwood is denim for the adventurous: jeans and jackets intricately embroidered with delicate florals and mesmerizing patterns in an exuberant palette of hues. When your regular pair (or jacket) won't do the trick, reach for one of these look-at-me pieces.",188,2d6a3306-2b38-4083-be70-dd656ca25941,overalls
https://www.nuuly.com/rent/products/tiered-tulle-gown?color=073,Tiered Tulle Gown,"This is what boho dreams are made of—ruffles in all the right places, just a bit of lace and that lived-in feel that makes your earth mother aesthetic come to life. Jokes aside, Forever That Girl makes wearing beautiful, bohemian-inspired pieces a reality.",298,8896ca36-12cf-4573-ac62-27b1a48808b2,gown
https://www.nuuly.com/rent/products/sheer-tiered-midi-dress?color=013,Sheer Tiered Midi Dress,"OhSevenDays is a mindfully made womenswear label creating sustainable staples from dead stock fabrics based in Istanbul, Turkey. They make slow fashion from fast fashion's leftovers, ultimately offering Monday to Sunday dressing made from ethical beginnings to sustainable endings.",260,38c26b3c-aa7b-4696-9902-2ed48a3c1cb2,dress
https://www.nuuly.com/rent/products/niama-velvet-midi-dress?color=263,Niama Velvet Midi Dress,"Run by an all-women team in NYC, SAYLOR’s East-meets-West Coast collection offers something for everyone with its array of prints, textures and sustainably produced fabrics. ",231,9c5f92f3-ef46-4c85-b58c-26e3c5f44efa,dress
https://www.nuuly.com/rent/products/puff-sleeve-printed-bodysuit?color=009,Puff Sleeve Printed Bodysuit,"What began as a handful of goods at a local fashion fair has grown into one of Brazil’s most recognizable labels for sun-soaked dressing. With vibrant colors, bold silhouettes and feminine details featured in every design, FARM Rio’s cheerful creations are both fashion-forward and vintage-inspired.",130,356ac7ee-1d09-455a-9b2c-842d8d6a4c9e,bodysuit
https://www.nuuly.com/rent/products/the-favorite-trouser-pants?color=041,The Favorite Trouser Pants,"Celebrity sisters Erin and Sara Foster created their fashion line to fill gaps in their own wardrobes where they wished classic, quality basics lived. Favorite Daughter features refined silhouettes with a modern twist.  ",228,d3e8ba59-f85b-4e70-80be-8d4dcd0c02f3,pants
https://www.nuuly.com/rent/products/ivy-high-rise-shorts?color=048,Ivy High-Rise Shorts,"Perfectly distressed, all-American styles are the backbone of this Free People collection, encompassing denim, tees, dresses and more.        ",68,6d471858-0dd1-444e-b837-f71e11b41b80,shorts
https://www.nuuly.com/rent/products/pepper-sequined-jacket?color=070,Pepper Sequined Jacket,"Founded in 2010 by New Yorker Daniel Saponaro, Hutch opts for sophistication over trend, showcasing Saponaro's love of vibrant colors, conceptual prints and feminine tailoring.",198,db359259-1738-446b-9fa4-17e82d7ed9dd,jacket
https://www.nuuly.com/rent/products/buckle-cargo-pants?color=004,Buckle Cargo Pants,"Based in Los Angeles and named after a song written especially for Audrey Hepburn, Moon River creates versatile, vintage-inspired clothing for the free-spirited woman. Clean lines and earthy colors lend to its timeless appeal. ",108,27a34b9c-dae7-49dc-ac3b-206effe4525f,pants
https://www.nuuly.com/rent/products/sherpa-jones-coat-2?color=081,Sherpa Jones Coat,"Founded in 2015 by husband-and-wife team Lara and Ben Mead, Varley is an international, family-run brand, headquartered in LA and London. Rooted in movement, Varley exists to instill quiet confidence through timeless collections that are made to last. ",270,1b1c0024-5892-41fc-83f6-4f402444e2ce,2
https://www.nuuly.com/rent/products/fabian-open-back-sweater?color=012,Fabian Open-Back Sweater,"The Frolic is all about vibrant colors, catchy prints + freedom of expression through style experimentation.",58,4cc7e54a-f591-4385-8846-06a3e7df6d02,sweater
https://www.nuuly.com/rent/products/grandpa-baggy-trouser-pants?color=060,Grandpa Baggy Trouser Pants,"From denim done every-which-way to wear-on-the-outside intimates, Urban Outfitters takes on trends—then takes them to the next level.  ",69,f01e7978-da40-4a2a-b625-741527d6d4d5,pants
https://www.nuuly.com/rent/products/cropped-cashmere-v-neck-pullover?color=081,Cropped Cashmere V-Neck Pullover,"Naadam creates their extremely soft, sustainable cashmere through clean energy-powered manufacturing and cruelty-free hand combing.",235,889866e2-40a6-439e-a103-b4a08f6ecf55,pullover
https://www.nuuly.com/rent/products/velvet-naomi-trousers?color=009,Velvet Naomi Trousers,"The name ""Maeve"" references a purple flower, a Greek goddess and a famously beautiful Irish warrior queen, all inspirations for this structured, delicate Exclusive to Anthropologie, Maeve designs are refined, flattering and endlessly wearable.",138,8e469c33-8acf-4365-9a7f-023104aa03e4,trousers
https://www.nuuly.com/rent/products/dual-tone-pullover?color=010,Dual Tone Pullover,"RD Style prides itself on being an accessible brand that offers comfortable, edgy and effortless staple pieces that make a statement. Let your style be heard with eclectic knits and colorful loungewear in interesting silhouettes.",98,be958ad3-1af4-4af0-bfa8-8516f520bae9,pullover
https://www.nuuly.com/rent/products/chita-woodcut-dress?color=018,Chita Woodcut Dress,"What began as a handful of goods at a local fashion fair has grown into one of Brazil’s most recognizable labels for sun-soaked dressing. With vibrant colors, bold silhouettes and feminine details featured in every design, FARM Rio’s cheerful creations are both fashion-forward and vintage-inspired.",175,4a81cbe7-640d-4ffb-88c1-47afb3069787,dress
https://www.nuuly.com/rent/products/going-public-sweater-mix-jacket?color=000,Going Public Sweater Mix Jacket,"Born from Manhattan’s edgy, effortless street style scene, [BLANKNYC] has offered endless iterations of cool-girl classics like distressed denim and timeless moto jackets since their launch in 2007. ",180,c111ffb8-847c-4973-8173-6f00090f4d83,jacket
https://www.nuuly.com/rent/products/sheer-woven-collar-sweater?color=001,Sheer Woven Collar Sweater,"The name ""Maeve"" references a purple flower, a Greek goddess and a famously beautiful Irish warrior queen, all inspirations for this structured, delicate Exclusive to Anthropologie, Maeve designs are refined, flattering and endlessly wearable.",118,caea5282-3e23-4c82-8121-8042d252b0de,sweater
https://www.nuuly.com/rent/products/patch-pocket-puffer?color=030,Patch Pocket Puffer,"Crafted in beautiful, durable materials, the NVLT outerwear collections seamlessly fuse fashion with function, keeping your look on point with eye-catching patterns, colors and silhouettes—all while you're fighting the elements.",128,a2a9d877-cc8b-47dd-89f5-a7a9e53396e1,puffer
https://www.nuuly.com/rent/products/latte-cashmere-henley?color=020,Latte Cashmere Henley,"Gathering inspiration from the past and interpreting it for the present in a unique way is at the heart of the Free People aesthetic. Exclusive washes and distressing paired with feminine details like hand-stitching and contrast lace give each style its coveted, creative edge.",168,43094e52-6aac-4cf0-8303-5812d9cdb3b5,henley
https://www.nuuly.com/rent/products/vero-shapeless-v-neck-mini-dress?color=015,Vero Shapeless V-Neck Mini Dress,"From denim done every-which-way to wear-on-the-outside intimates, Urban Outfitters takes on trends—then takes them to the next level. 

",69,f8eeeaa0-83a1-4640-8125-8224d10d0aa0,dress
