customer_userid,user_age,user_height,user_size,user_weight,user_body_type,user_color
user_7825,32,"5'4""",XS/S,115 lbs.,Inverted Triangle,navy
user_7826,23,"5'7""",M/L,170 lbs.,Hourglass,navy
user_7827,31,"5'2""",XS/S,110 lbs.,Hourglass,navy
user_7828,26,"5'2""",XS/S,140 lbs.,Straight,navy
user_7829,46,"5'3""",XS/S,148 lbs.,Hourglass,navy
user_7830,0,"5'2""",XS/S,130 lbs.,Pear,navy
user_7831,36,"5'7""",XS/S,142 lbs.,Straight,navy
user_7832,42,"5'1""",M/L,186 lbs.,Apple,navy
user_7833,36,"5'6""",M/L,137 lbs.,Pear,navy
user_7834,27,"5'4""",M/L,145 lbs.,Pear,navy
user_7835,37,"5'4""",XS,112 lbs.,Straight,ivory
user_7836,23,"5'7""",L,165 lbs.,Apple,ivory
user_7837,40,"5'6""",M,175 lbs.,Pear,black
user_7838,30,"5'4""",1X,0 lbs.,Pear,black
user_7839,26,"5'6""",1X,200 lbs.,Apple,black
user_7840,50,"5'8""",L,184 lbs.,Straight,black
user_7841,36,"5'4""",L,155 lbs.,Hourglass,black
user_7842,32,"5'9""",1X,280 lbs.,Pear,black
user_7843,53,"5'4""",M,150 lbs.,Apple,black
user_7844,33,"5'4""",S,118 lbs.,,black
user_7845,33,"5'8""",1X,260 lbs.,Pear,black
user_7846,44,"5'5""",S,135 lbs.,Pear,black
user_7847,41,"5'2""",S,130 lbs.,Pear,black
user_7848,31,"5'9""",XL,200 lbs.,Straight,black
user_7849,26,"5'9""",M,150 lbs.,Straight,ivory
user_7850,23,"5'6""",M,150 lbs.,Apple,ivory
user_7851,31,"5'11""",L,165 lbs.,,ivory
user_7852,36,"5'4""",L,140 lbs.,Straight,ivory
user_7853,28,"5'5""",L,160 lbs.,Hourglass,ivory
user_7854,27,"5'4""",S,130 lbs.,Hourglass,ivory
user_7855,28,"5'5""",L,180 lbs.,Pear,ivory
user_7856,29,"5'7""",L,160 lbs.,Straight,ivory
user_7857,27,"5'4""",M,145 lbs.,Pear,ivory
user_7858,24,"5'8""",M,134 lbs.,Straight,ivory
user_7859,31,"5'6""",S,135 lbs.,Straight,ivory
user_7860,30,"5'4""",M,121 lbs.,Inverted Triangle,ivory
user_7861,26,"5'10""",S,135 lbs.,Straight,ivory
user_7862,30,"5'7""",L,170 lbs.,Pear,ivory
user_7863,50,"5'6""",L,178 lbs.,Pear,ivory
user_7864,32,"5'8""",L,195 lbs.,Straight,ivory
user_7865,23,"6'7""",M,150 lbs.,Hourglass,ivory
user_7866,28,"5'8""",L,185 lbs.,Straight,ivory
user_7867,30,"5'8""",M,130 lbs.,Hourglass,ivory
user_7868,25,"5'9""",L,173 lbs.,Straight,ivory
user_7869,30,"5'5""",L,180 lbs.,Pear,ivory
user_7870,40,"5'7""",M,145 lbs.,Straight,black
user_7871,25,"5'3""",XS,137 lbs.,Pear,black
user_7872,25,"5'9""",S,135 lbs.,,black
user_7873,28,"5'8""",S,160 lbs.,Hourglass,black
user_7874,,,M,,,black
user_7875,24,"5'7""",M,155 lbs.,Straight,black
user_7876,34,"5'6""",XS,125 lbs.,Straight,black
user_7877,39,"5'2""",L,210 lbs.,Hourglass,black
user_7878,40,"5'1""",XS,110 lbs.,Pear,black
user_7879,32,"5'8""",L,206 lbs.,Straight,black
user_7880,30,"5'6""",S,144 lbs.,Straight,black
user_7881,26,"5'7""",M,141 lbs.,Hourglass,black
user_7882,30,"5'4""",S,127 lbs.,Hourglass,neutral
user_7883,28,"5'6""",S,140 lbs.,Straight,neutral
user_7884,28,"5'7""",S,130 lbs.,,neutral
user_7885,24,"5'5""",M,140 lbs.,Hourglass,neutral
user_7886,23,"5'2""",S,120 lbs.,Hourglass,neutral
user_7887,29,"5'4""",M,130 lbs.,,neutral
user_7888,24,"5'6""",XS,125 lbs.,Hourglass,neutral
user_7889,31,"5'6""",S,135 lbs.,Straight,neutral
user_7890,25,"5'8""",XS,135 lbs.,Straight,neutral
user_7891,36,"5'3""",S,125 lbs.,Pear,neutral
user_7892,29,"5'2""",S,135 lbs.,Pear,green
user_7893,28,"5'4""",S,128 lbs.,Hourglass,green
user_7894,30,"5'5""",M,148 lbs.,Straight,green
user_7895,46,"5'2""",S,143 lbs.,Apple,green
user_7896,59,"5'4""",S,133 lbs.,Straight,green
user_7897,27,"5'5""",M,150 lbs.,Hourglass,green
user_7898,31,"5'3""",XS,92 lbs.,Inverted Triangle,green
user_7899,28,"5'7""",M,175 lbs.,Hourglass,green
user_7900,43,"5'8""",M,155 lbs.,Apple,green
user_7901,26,"5'2""",XS,115 lbs.,Pear,green
user_7902,58,"5'6""",M,176 lbs.,Hourglass,green
user_7903,27,"5'1""",XS,105 lbs.,,green
user_7904,26,"5'5""",XS,110 lbs.,Hourglass,green
user_7905,18,"5'9""",L,153 lbs.,Pear,green
user_7906,40,"5'8""",S,135 lbs.,Inverted Triangle,green
user_7907,50,"5'5""",M,173 lbs.,Hourglass,green
user_7908,51,5',M,150 lbs.,Inverted Triangle,green
user_7909,45,"5'4""",S,132 lbs.,Hourglass,green
user_7910,30,"5'5""",M,135 lbs.,Hourglass,green
user_7911,,,XXS,,,green
user_7912,22,"5'8""",S,145 lbs.,Straight,green
user_7913,34,"5'1""",S,125 lbs.,Hourglass,black
user_7914,28,"5'2""",M,145 lbs.,Hourglass,black
user_7915,35,"5'6""",2X,230 lbs.,Straight,brown
user_7916,34,"5'10""",2X,235 lbs.,Apple,black
user_7917,41,"5'7""",L,195 lbs.,Pear,black
user_7918,28,"5'9""",L,200 lbs.,Hourglass,black
user_7919,25,"5'6""",XS,128 lbs.,Hourglass,brown
user_7920,33,"5'8""",M,150 lbs.,Hourglass,black
user_7921,50,"5'4""",2X,185 lbs.,Apple,black
user_7922,34,"5'6""",S,135 lbs.,Straight,brown
user_7923,28,"5'5""",M,170 lbs.,Hourglass,black
user_7924,30,"5'1""",M,175 lbs.,Hourglass,black
user_7925,29,0',M,0 lbs.,,brown
user_7926,25,"5'9""",2X,235 lbs.,Straight,brown
user_7927,30,"5'6""",XS,124 lbs.,Hourglass,black
user_7928,31,"5'4""",S,130 lbs.,Straight,black
user_7929,40,"5'6""",M,160 lbs.,Straight,black
user_7930,31,"5'5""",S,135 lbs.,Hourglass,black
user_7931,25,"5'4""",M,155 lbs.,Hourglass,brown
user_7932,35,5',M,141 lbs.,Hourglass,brown
user_7933,32,"5'6""",L,165 lbs.,Hourglass,black
user_7934,39,"5'3""",M,145 lbs.,Straight,black
user_7935,50,"5'4""",XS,115 lbs.,Hourglass,brown
user_7936,54,"5'5""",M,148 lbs.,Straight,brown
user_7937,45,"5'3""",M,130 lbs.,Straight,brown
user_7938,36,"5'10""",M,168 lbs.,Hourglass,brown
user_7939,30,"5'3""",M,135 lbs.,Hourglass,brown
user_7940,32,"5'5""",3X,315 lbs.,Hourglass,brown
user_7941,39,"5'10""",L,175 lbs.,Hourglass,black
user_7942,31,"5'5""",XL,210 lbs.,Hourglass,black
user_7943,33,"5'8""",M,130 lbs.,Straight,brown
user_7944,30,"5'5""",S,130 lbs.,Hourglass,brown
user_7945,31,"5'4""",L,165 lbs.,Hourglass,black
user_7946,31,"5'11""",L,195 lbs.,Pear,black
user_7947,26,"5'2""",S,130 lbs.,Pear,brown
user_7948,25,0',M,0 lbs.,,black
user_7949,28,"5'7""",1X,220 lbs.,Hourglass,brown
user_7950,34,"5'6""",M,135 lbs.,Straight,brown
user_7951,32,"5'6""",M,145 lbs.,Pear,black
user_7952,28,"5'4""",S,145 lbs.,Pear,brown
user_7953,44,"5'9""",M,155 lbs.,Straight,brown
user_7954,40,"5'5""",1X,265 lbs.,Hourglass,black
user_7955,42,"5'6""",M,150 lbs.,Hourglass,brown
user_7956,28,"5'6""",L,195 lbs.,Hourglass,black
user_7957,32,"5'1""",M,150 lbs.,Straight,brown
user_7958,35,"5'2""",XS,100 lbs.,Straight,black
user_7959,33,"5'2""",S,160 lbs.,Hourglass,brown
user_7960,,,XL,,,black
user_7961,39,"5'6""",M,165 lbs.,Apple,brown
user_7962,40,"5'3""",M,135 lbs.,Hourglass,black
user_7963,34,"5'6""",S,135 lbs.,Straight,black
user_7964,28,"5'6""",1X,250 lbs.,Apple,brown
user_7965,31,"5'6""",1X,,Pear,brown
user_7966,37,"5'8""",S,130 lbs.,Straight,brown
user_7967,25,"5'9""",L,150 lbs.,Hourglass,black
user_7968,33,"5'7""",M,152 lbs.,Hourglass,brown
user_7969,24,"5'7""",XL,200 lbs.,Inverted Triangle,brown
user_7970,41,"5'5""",S,145 lbs.,Pear,brown
user_7971,35,"5'4""",S,130 lbs.,Hourglass,black
user_7972,24,"5'9""",1X,220 lbs.,Pear,brown
user_7973,35,"5'3""",1X,210 lbs.,Straight,brown
user_7974,29,"5'1""",XS,105 lbs.,Hourglass,brown
user_7975,27,"5'4""",S,115 lbs.,Hourglass,black
user_7976,30,"5'2""",XS,125 lbs.,Hourglass,black
user_7977,39,"5'8""",M,130 lbs.,Straight,brown
user_7978,35,"5'3""",M,165 lbs.,Hourglass,black
user_7979,29,"5'6""",S,135 lbs.,Hourglass,brown
user_7980,42,"5'9""",M,150 lbs.,Hourglass,brown
user_7981,,"5'5""",M,145 lbs.,Hourglass,brown
user_7982,36,"5'7""",S,128 lbs.,Hourglass,black
user_7983,31,"5'3""",S,125 lbs.,Hourglass,black
user_7984,33,"5'4""",S,120 lbs.,Straight,black
user_7985,28,"5'3""",M,135 lbs.,Hourglass,black
user_7986,28,"5'3""",XS,105 lbs.,Hourglass,black
user_7987,32,"5'2""",S,120 lbs.,Straight,black
user_7988,31,"5'6""",M,140 lbs.,Hourglass,black
user_7989,24,"5'2""",XS,115 lbs.,Straight,black
user_7990,39,"5'5""",L,160 lbs.,Pear,black
user_7991,30,"5'3""",XL,217 lbs.,Apple,black
user_7992,25,"5'1""",S,120 lbs.,Pear,black
user_7993,46,"5'7""",M,145 lbs.,Pear,black
user_7994,29,"5'4""",L,150 lbs.,Straight,black
user_7995,33,"5'8""",S,120 lbs.,Straight,black
user_7996,27,"5'8""",M,150 lbs.,Hourglass,black
user_7997,29,"5'1""",M,150 lbs.,Hourglass,black
user_7998,28,"5'10""",M,165 lbs.,Hourglass,black
user_7999,42,"5'4""",S,135 lbs.,Pear,black
user_8000,0,"5'4""",XS,120 lbs.,Pear,black
user_8001,39,"5'3""",S,150 lbs.,Straight,black
user_8002,29,"5'6""",L,155 lbs.,Hourglass,black
user_8003,54,"5'3""",XS,120 lbs.,Hourglass,black
user_8004,38,"5'5""",L,145 lbs.,Pear,black
user_8005,34,"5'5""",S,127 lbs.,Pear,black
user_8006,37,"5'2""",M,150 lbs.,Hourglass,black
user_8007,27,"5'6""",L,165 lbs.,Straight,black
user_8008,29,"5'6""",S,133 lbs.,Straight,black
user_8009,41,"5'2""",XS,122 lbs.,Hourglass,black
user_8010,28,"5'4""",M,140 lbs.,Hourglass,black
user_8011,33,"5'6""",M,150 lbs.,Hourglass,black
user_8012,31,"5'4""",XL,200 lbs.,Pear,black
user_8013,25,"5'6""",XL,180 lbs.,Hourglass,black
user_8014,32,"5'4""",S,148 lbs.,Straight,terra cott...
user_8015,28,"5'6""",S,135 lbs.,Hourglass,terra cott...
user_8016,34,"5'6""",S,146 lbs.,Hourglass,terra cott...
user_8017,35,"5'7""",M,140 lbs.,Inverted Triangle,terra cott...
user_8018,28,"5'4""",M,175 lbs.,Straight,terra cott...
user_8019,47,"5'1""",S,148 lbs.,Straight,terra cott...
user_8020,58,"5'6""",S,142 lbs.,Hourglass,terra cott...
user_8021,24,"5'5""",L,190 lbs.,Straight,terra cott...
user_8022,31,"5'3""",M,155 lbs.,Pear,terra cott...
user_8023,30,"5'4""",M,165 lbs.,Pear,terra cott...
user_8024,47,"5'5""",L,185 lbs.,Inverted Triangle,terra cott...
user_8025,,"5'3""",S,125 lbs.,Hourglass,terra cott...
user_8026,31,"5'4""",L,190 lbs.,Straight,terra cott...
user_8027,28,5',M,0 lbs.,Apple,terra cott...
user_8028,49,"5'2""",XS,115 lbs.,Hourglass,terra cott...
user_8029,31,"5'3""",S,145 lbs.,Hourglass,terra cott...
user_8030,38,"5'10""",XL,190 lbs.,Straight,terra cott...
user_8031,41,"5'2""",XS,125 lbs.,,terra cott...
user_8032,33,"5'6""",M,140 lbs.,Straight,terra cott...
user_8033,36,"5'3""",XS,115 lbs.,Pear,terra cott...
user_8034,27,"4'11""",M,180 lbs.,Hourglass,terra cott...
user_8035,35,"5'3""",XS,125 lbs.,Hourglass,terra cott...
user_8036,25,"5'2""",XS,110 lbs.,Hourglass,terra cott...
user_8037,33,"5'4""",L,188 lbs.,Hourglass,terra cott...
user_8038,31,"5'2""",M,130 lbs.,Hourglass,terra cott...
user_8039,36,"5'5""",M,180 lbs.,Hourglass,terra cott...
user_8040,28,"5'6""",L,215 lbs.,Hourglass,terra cott...
user_8041,26,"5'7""",XL,245 lbs.,,terra cott...
user_8042,34,"5'4""",XS,124 lbs.,,terra cott...
user_8043,37,"5'7""",L,175 lbs.,Apple,terra cott...
user_8044,35,"5'5""",M,149 lbs.,Hourglass,terra cott...
user_8045,32,"5'7""",L,205 lbs.,Hourglass,terra cott...
user_8046,31,"5'9""",L,180 lbs.,Hourglass,terra cott...
user_8047,29,"5'7""",M,160 lbs.,Hourglass,terra cott...
user_8048,28,"5'4""",S,120 lbs.,Hourglass,terra cott...
user_8049,33,"5'4""",XXS P,110 lbs.,Hourglass,gold
user_8050,28,"5'5""",XS,108 lbs.,Pear,gold
user_8051,27,"5'9""",M,158 lbs.,Hourglass,gold
user_8052,29,"5'5""",S,127 lbs.,Hourglass,gold
user_8053,35,"5'1""",M P,150 lbs.,,gold
user_8054,45,"5'10""",XL,220 lbs.,Apple,pink
user_8055,42,"5'3""",S,125 lbs.,Straight,pink
user_8056,33,"5'7""",L,155 lbs.,Hourglass,pink
user_8057,25,"5'8""",M,170 lbs.,Hourglass,pink
user_8058,43,"5'6""",M,135 lbs.,Hourglass,pink
user_8059,35,"5'5""",XS,120 lbs.,Straight,pink
user_8060,37,"5'1""",S,135 lbs.,Straight,pink
user_8061,24,"5'9""",L,175 lbs.,Hourglass,pink
user_8062,31,"5'6""",L,160 lbs.,Straight,pink
user_8063,25,"5'10""",XL,216 lbs.,Straight,pink
user_8064,38,5',M,135 lbs.,Pear,pink
user_8065,60,"5'2""",S,123 lbs.,Straight,pink
user_8066,26,"5'6""",S,120 lbs.,Straight,pink
user_8067,33,"5'9""",XL,165 lbs.,Pear,pink
user_8068,36,"5'2""",L,0 lbs.,Hourglass,pink
user_8069,38,"5'9""",L,140 lbs.,,pink
user_8070,30,"5'5""",L,170 lbs.,Apple,pink
user_8071,37,5',XL,180 lbs.,Apple,pink
user_8072,42,"5'8""",XL,155 lbs.,,pink
user_8073,32,"5'5""",S,135 lbs.,Straight,raspberry
user_8074,25,"5'4""",S,125 lbs.,Hourglass,raspberry
user_8075,38,"5'6""",XL,225 lbs.,Pear,raspberry
user_8076,50,"5'2""",S,150 lbs.,Hourglass,raspberry
user_8077,39,"5'5""",M,135 lbs.,Inverted Triangle,raspberry
user_8078,31,"5'6""",M,170 lbs.,Hourglass,raspberry
user_8079,28,"5'3""",S,135 lbs.,Straight,raspberry
user_8080,33,"5'3""",S,150 lbs.,Hourglass,raspberry
user_8081,35,"5'4""",M,148 lbs.,Pear,raspberry
user_8082,31,"5'8""",S,125 lbs.,Hourglass,raspberry
user_8083,44,"5'9""",L,170 lbs.,Pear,raspberry
user_8084,28,"5'8""",XL,0 lbs.,Hourglass,raspberry
user_8085,29,"5'4""",M,140 lbs.,Inverted Triangle,raspberry
user_8086,26,"5'8""",M,170 lbs.,Pear,raspberry
user_8087,23,"5'3""",XS,118 lbs.,Straight,raspberry
user_8088,31,"5'7""",L,190 lbs.,Inverted Triangle,raspberry
user_8089,29,"5'6""",XS,112 lbs.,Straight,raspberry
user_8090,41,"5'6""",L,175 lbs.,Hourglass,raspberry
user_8091,28,"5'7""",M,140 lbs.,Straight,pink
user_8092,35,"5'6""",S,120 lbs.,Hourglass,pink
user_8093,28,"5'8""",L,200 lbs.,Hourglass,pink
user_8094,50,"5'7""",L,180 lbs.,Pear,pink
user_8095,25,"5'4""",XS,118 lbs.,Straight,pink
user_8096,32,"5'8""",S,159 lbs.,Hourglass,pink
user_8097,28,"5'7""",XL,228 lbs.,Hourglass,pink
user_8098,28,"5'6""",XS,125 lbs.,Pear,pink
user_8099,23,"5'10""",4,145 lbs.,Straight,crimson
user_8100,35,"5'8""",8,150 lbs.,Hourglass,crimson
user_8101,33,"5'10""",10,155 lbs.,Straight,slate
user_8102,26,"5'5""",2,140 lbs.,Pear,slate
user_8103,,,6,,,slate
user_8104,19,"5'5""",6,135 lbs.,Hourglass,slate
user_8105,27,"5'2""",14,,Hourglass,slate
user_8106,29,"5'8""",14,185 lbs.,Pear,slate
user_8107,30,"5'4""",2,115 lbs.,Hourglass,slate
user_8108,28,"5'3""",10,158 lbs.,Hourglass,crimson
user_8109,30,"5'5""",4,125 lbs.,Hourglass,slate
user_8110,18,"5'7""",8,160 lbs.,Pear,slate
user_8111,32,5',12,160 lbs.,Hourglass,crimson
user_8112,28,"5'6""",4,135 lbs.,Hourglass,slate
user_8113,28,"5'5""",2,120 lbs.,Hourglass,slate
user_8114,51,"5'5""",4,128 lbs.,Hourglass,slate
user_8115,29,"5'1""",0,100 lbs.,Straight,crimson
user_8116,32,"5'4""",4,130 lbs.,Hourglass,slate
user_8117,22,"5'8""",2,135 lbs.,Straight,slate
user_8118,32,"5'2""",2,105 lbs.,Straight,slate
user_8119,27,"5'6""",4,125 lbs.,Inverted Triangle,crimson
user_8120,26,"5'1""",4,125 lbs.,Hourglass,slate
user_8121,40,"5'3""",31 P,120 lbs.,,ivory
user_8122,59,"5'5""",26,118 lbs.,Straight,ivory
user_8123,26,"5'8""",26,135 lbs.,Straight,ivory
user_8124,42,"5'6""",30,140 lbs.,Pear,ivory
user_8125,30,"5'6""",28,160 lbs.,Straight,ivory
user_8126,27,"5'8""",M/L,160 lbs.,Hourglass,blue
user_8127,25,"5'6""",M/L,178 lbs.,Hourglass,blue
user_8128,32,"5'7""",M/L,170 lbs.,Pear,blue
user_8129,33,"5'6""",M/L,162 lbs.,Pear,blue
user_8130,25,"5'5""",S/M,135 lbs.,Pear,blue
user_8131,33,"5'3""",S/M,120 lbs.,Straight,blue
user_8132,33,"5'4""",S/M,0 lbs.,Straight,blue
user_8133,32,"5'8""",S/M,130 lbs.,Straight,blue
user_8134,,"5'7""",S/M,,Straight,blue
user_8135,,"5'4""",S/M,125 lbs.,Straight,blue
user_8136,32,"5'4""",XL,210 lbs.,Straight,multi
user_8137,27,"5'8""",M,165 lbs.,Hourglass,multi
user_8138,24,"5'2""",XS,120 lbs.,Hourglass,multi
user_8139,35,"5'10""",S,138 lbs.,Straight,multi
user_8140,28,"5'7""",S,130 lbs.,Hourglass,multi
user_8141,24,"5'5""",S,135 lbs.,Straight,multi
user_8142,37,"5'5""",S,133 lbs.,Straight,multi
user_8143,33,"5'9""",M,155 lbs.,Hourglass,multi
user_8144,26,"5'10""",M,128 lbs.,Hourglass,multi
user_8145,29,"5'3""",L,165 lbs.,Hourglass,multi
user_8146,37,5',XS,135 lbs.,Hourglass,multi
user_8147,34,"5'2""",XL,205 lbs.,Hourglass,multi
user_8148,40,"5'1""",S,135 lbs.,Pear,multi
user_8149,34,"5'2""",S,120 lbs.,Straight,multi
user_8150,27,"5'6""",L,,Hourglass,multi
user_8151,33,"5'10""",M,145 lbs.,Straight,multi
user_8152,26,"5'6""",S,140 lbs.,Straight,multi
user_8153,34,"5'5""",L,165 lbs.,Pear,multi
user_8154,24,"5'4""",S,115 lbs.,Straight,ivory comb...
user_8155,31,"5'6""",XL,200 lbs.,Apple,ivory comb...
user_8156,29,"5'7""",XS,120 lbs.,Hourglass,ivory comb...
user_8157,28,"5'2""",M,140 lbs.,Hourglass,ivory comb...
user_8158,28,"5'4""",M,155 lbs.,Hourglass,ivory comb...
user_8159,,"5'4""",S,140 lbs.,,ivory comb...
user_8160,25,"5'8""",M,145 lbs.,Apple,ivory comb...
user_8161,26,"5'6""",M,0 lbs.,Pear,ivory comb...
user_8162,28,"5'1""",XS,125 lbs.,Hourglass,ivory comb...
user_8163,25,"5'2""",XS,127 lbs.,Straight,ivory comb...
user_8164,30,"5'8""",S,160 lbs.,Hourglass,ivory comb...
user_8165,62,"5'6""",S,133 lbs.,,ivory comb...
user_8166,23,"5'6""",S,130 lbs.,Hourglass,ivory comb...
user_8167,26,"5'8""",M,150 lbs.,Hourglass,ivory comb...
user_8168,22,"5'4""",XS,126 lbs.,Hourglass,ivory comb...
user_8169,27,"5'3""",M,180 lbs.,Pear,ivory comb...
user_8170,32,"5'4""",M,127 lbs.,Pear,ivory comb...
user_8171,17,"5'3""",S,110 lbs.,Straight,ivory comb...
user_8172,38,"5'8""",L,175 lbs.,,ivory comb...
user_8173,29,5',S,142 lbs.,Hourglass,ivory comb...
user_8174,26,"5'3""",S,130 lbs.,Straight,ivory comb...
user_8175,23,"5'10""",M,135 lbs.,Pear,black
user_8176,22,"5'7""",M,120 lbs.,Straight,black
user_8177,27,"5'9""",L,190 lbs.,Hourglass,black
user_8178,25,"5'7""",M,160 lbs.,Straight,black
user_8179,32,"5'1""",XS,,,black
user_8180,26,"5'7""",XS,127 lbs.,Hourglass,black
user_8181,21,"5'10""",M,0 lbs.,Hourglass,black
user_8182,27,"5'1""",S,130 lbs.,Straight,beige
user_8183,23,"5'8""",M,150 lbs.,Hourglass,black
user_8184,35,"5'6""",S,118 lbs.,Straight,black
user_8185,30,"5'5""",S,125 lbs.,Straight,black
user_8186,23,"5'4""",S,150 lbs.,Straight,black
user_8187,29,"5'6""",S,130 lbs.,Hourglass,beige
user_8188,29,"5'4""",S,135 lbs.,Hourglass,black
user_8189,28,"5'3""",S,140 lbs.,Hourglass,black
user_8190,29,"5'6""",S,120 lbs.,Hourglass,black
user_8191,26,6',L,170 lbs.,Hourglass,black
user_8192,28,"5'5""",L,175 lbs.,Pear,black
user_8193,24,"5'6""",XS,140 lbs.,Straight,black
user_8194,26,"5'8""",M,170 lbs.,Straight,black
user_8195,31,"5'4""",S,145 lbs.,Hourglass,black
user_8196,26,"5'7""",XL,185 lbs.,Hourglass,black
user_8197,28,"5'6""",S,125 lbs.,Straight,black
user_8198,29,0',M,0 lbs.,,black
user_8199,29,"5'4""",M,138 lbs.,Pear,black
user_8200,26,"5'5""",M,150 lbs.,Hourglass,black
user_8201,26,"5'4""",M,145 lbs.,Hourglass,black
user_8202,28,"5'5""",2X,275 lbs.,Pear,beige
user_8203,27,"5'3""",L,180 lbs.,Hourglass,black
user_8204,28,"5'3""",XS,130 lbs.,,black
user_8205,35,"5'3""",S,134 lbs.,Straight,black
user_8206,30,"5'3""",M,167 lbs.,Inverted Triangle,black
user_8207,27,"5'6""",L,140 lbs.,Hourglass,beige
user_8208,25,"5'5""",M,158 lbs.,,beige
user_8209,28,"5'5""",S,130 lbs.,Hourglass,beige
user_8210,30,"5'6""",M,150 lbs.,Straight,beige
user_8211,29,"5'7""",S,135 lbs.,Pear,black
user_8212,35,"5'6""",M,165 lbs.,Pear,black
user_8213,22,"5'6""",S,125 lbs.,Hourglass,beige
user_8214,27,"5'4""",XS,125 lbs.,Hourglass,black
user_8215,26,"5'5""",M,145 lbs.,Hourglass,black
user_8216,30,"5'4""",S,124 lbs.,Pear,black
user_8217,27,"5'10""",L,,,black
user_8218,26,"5'9""",M,145 lbs.,Hourglass,beige
user_8219,24,"5'5""",S,150 lbs.,Hourglass,black
user_8220,30,"5'9""",M,160 lbs.,Hourglass,black
user_8221,27,"5'4""",S,127 lbs.,Hourglass,black
user_8222,28,"5'5""",1X,265 lbs.,Hourglass,black
user_8223,38,"5'3""",M,140 lbs.,Hourglass,black
user_8224,38,"5'4""",S,170 lbs.,Hourglass,beige
user_8225,30,"5'6""",1X,220 lbs.,Hourglass,beige
user_8226,30,"5'4""",S,140 lbs.,Straight,beige
user_8227,25,"5'6""",S,130 lbs.,Inverted Triangle,beige
user_8228,34,"5'6""",S,125 lbs.,Straight,beige
user_8229,21,"5'9""",M,140 lbs.,Inverted Triangle,black
user_8230,23,"5'5""",M,155 lbs.,Hourglass,black
user_8231,26,"5'8""",S,140 lbs.,Hourglass,black
user_8232,24,"5'2""",M,130 lbs.,Straight,beige
user_8233,21,"5'7""",M,0 lbs.,Hourglass,black
user_8234,23,"5'3""",XS,128 lbs.,Straight,beige
user_8235,21,"5'5""",S,112 lbs.,Hourglass,black
user_8236,28,"5'7""",S,135 lbs.,Straight,beige
user_8237,22,"5'6""",XS,115 lbs.,Hourglass,black
user_8238,22,"5'10""",L,145 lbs.,Hourglass,black
user_8239,26,"5'4""",XS,125 lbs.,Pear,beige
user_8240,29,"5'3""",S,130 lbs.,Straight,black
user_8241,22,"5'11""",L,125 lbs.,Straight,black
user_8242,27,"5'6""",M,135 lbs.,Hourglass,black
user_8243,21,"5'8""",M,160 lbs.,,black
user_8244,30,"5'3""",L,180 lbs.,Hourglass,black
user_8245,27,"5'1""",L,170 lbs.,Pear,black
user_8246,26,"5'6""",L,160 lbs.,Straight,black
user_8247,29,"5'4""",XS,125 lbs.,Hourglass,black
user_8248,32,"5'6""",XS,135 lbs.,Hourglass,black
user_8249,,,M,,,black
user_8250,26,"5'5""",S,138 lbs.,Hourglass,black
user_8251,25,"5'8""",S,130 lbs.,Hourglass,black
user_8252,24,"5'5""",L,155 lbs.,Straight,black
user_8253,28,"5'5""",L,180 lbs.,Hourglass,black
user_8254,25,"5'10""",M,160 lbs.,Hourglass,black
user_8255,27,"5'3""",M,145 lbs.,Apple,black
user_8256,28,"5'1""",S,125 lbs.,Hourglass,black
user_8257,27,"5'8""",M,165 lbs.,Pear,black
user_8258,42,"5'4""",M,120 lbs.,Pear,white
user_8259,38,"5'5""",XXL,210 lbs.,Hourglass,white
user_8260,44,"5'6""",M,140 lbs.,Straight,white
user_8261,43,"5'5""",M,147 lbs.,,white
user_8262,34,"5'4""",M,148 lbs.,Hourglass,white
user_8263,33,"5'6""",M,135 lbs.,Straight,white
user_8264,47,"5'2""",S,100 lbs.,Pear,white
user_8265,38,"5'2""",S,120 lbs.,Straight,white
user_8266,38,"5'4""",L,158 lbs.,Hourglass,white
user_8267,37,"5'7""",XL,240 lbs.,Pear,white
user_8268,35,"5'5""",L,140 lbs.,Pear,white
user_8269,36,"5'7""",S,130 lbs.,Straight,white
user_8270,42,"5'5""",S,133 lbs.,Inverted Triangle,white
user_8271,31,"5'2""",S,145 lbs.,Hourglass,white
user_8272,36,"5'2""",S,120 lbs.,Pear,white
user_8273,44,"5'6""",S,130 lbs.,Pear,white
user_8274,40,"5'4""",S,137 lbs.,Hourglass,white
user_8275,30,"5'4""",M,140 lbs.,Apple,white
user_8276,45,"5'5""",M,150 lbs.,Pear,white
user_8277,30,"5'4""",M,155 lbs.,Hourglass,navy
user_8278,37,"5'6""",S,115 lbs.,Hourglass,navy
user_8279,25,"5'5""",S,120 lbs.,Straight,navy
user_8280,25,"5'6""",L,170 lbs.,Hourglass,navy
user_8281,36,"5'7""",S,135 lbs.,Hourglass,navy
user_8282,33,"5'5""",M,178 lbs.,Hourglass,navy
user_8283,39,"5'5""",M,146 lbs.,Apple,navy
user_8284,31,"5'9""",L,160 lbs.,Pear,navy
user_8285,27,"5'6""",L,0 lbs.,,navy
user_8286,23,"5'3""",M,135 lbs.,Hourglass,navy
user_8287,26,"5'7""",S,125 lbs.,Straight,navy
user_8288,45,"5'3""",L,140 lbs.,Hourglass,navy
user_8289,23,"5'7""",M,145 lbs.,Hourglass,navy
